AC_000022.2,Chordata
NC_000880.1,Chordata
NC_002765.1,Chordata
NC_011624.1,Chordata
NC_011625.1,Chordata
NC_011626.1,Chordata
NC_011627.1,Chordata
NC_011628.1,Chordata
NC_011629.1,Chordata
NC_011630.1,Chordata
NC_011631.1,Chordata
NC_011632.1,Chordata
NC_011633.1,Chordata
NC_002772.2,Chordata
NC_011634.1,Chordata
NC_011635.1,Chordata
NC_011636.1,Chordata
NC_011637.1,Chordata
NC_011638.1,Chordata
NC_011707.1,Chordata
NC_011708.1,Chordata
NC_011709.1,Chordata
NC_011710.1,Chordata
NC_011711.1,Chordata
NC_002778.2,Chordata
NC_011712.1,Chordata
NC_011714.1,Chordata
NC_011715.1,Chordata
NC_011716.2,Chordata
NC_011718.2,Chordata
NC_011719.1,Chordata
NC_011764.1,Chordata
NC_011814.1,Chordata
NC_011815.1,Chordata
NC_011816.1,Chordata
NC_002779.1,Chordata
NC_011817.1,Chordata
NC_011818.1,Chordata
NC_011819.1,Chordata
NC_011821.1,Chordata
NC_011822.1,Chordata
NC_011825.1,Chordata
NC_011921.1,Chordata
NC_011922.1,Chordata
NC_011924.1,Chordata
NC_011925.1,Chordata
NC_002780.1,Chordata
NC_011926.1,Chordata
NC_011927.1,Chordata
NC_011928.1,Chordata
NC_011929.1,Chordata
NC_011931.1,Chordata
NC_011932.1,Chordata
NC_011933.1,Chordata
NC_011934.1,Chordata
NC_011935.1,Chordata
NC_011936.1,Chordata
NC_002781.3,Chordata
NC_011937.1,Chordata
NC_011938.1,Chordata
NC_011939.1,Chordata
NC_011940.1,Chordata
NC_011941.1,Chordata
NC_011943.1,Chordata
NC_011944.1,Chordata
NC_011945.1,Chordata
NC_011946.1,Chordata
NC_011947.1,Chordata
NC_002782.2,Chordata
NC_011948.1,Chordata
NC_011949.1,Chordata
NC_011950.1,Chordata
NC_011951.1,Chordata
NC_011952.1,Chordata
NC_011953.1,Chordata
NC_011955.1,Chordata
NC_011956.1,Chordata
NC_012043.1,Chordata
NC_012044.1,Chordata
NC_002783.2,Chordata
NC_012045.1,Chordata
NC_012046.1,Chordata
NC_012047.1,Chordata
NC_012048.1,Chordata
NC_012049.1,Chordata
NC_012050.1,Chordata
NC_012051.1,Chordata
NC_012053.1,Chordata
NC_012054.1,Chordata
NC_012055.1,Chordata
NC_002784.1,Chordata
NC_012057.1,Chordata
NC_012058.1,Chordata
NC_012059.1,Chordata
NC_012061.1,Chordata
NC_012062.1,Chordata
NC_012095.1,Chordata
NC_012096.1,Chordata
NC_012098.1,Chordata
NC_012100.1,Chordata
NC_012102.1,Chordata
NC_002785.1,Chordata
NC_012103.1,Chordata
NC_012140.1,Chordata
NC_012141.1,Chordata
NC_012142.1,Chordata
NC_012143.1,Chordata
NC_012146.1,Chordata
NC_012312.1,Chordata
NC_012323.1,Chordata
NC_012346.1,Chordata
NC_012361.1,Chordata
NC_000884.1,Chordata
NC_002793.1,Chordata
NC_012366.1,Chordata
NC_012374.1,Chordata
NC_012377.1,Chordata
NC_012387.1,Chordata
NC_012389.1,Chordata
NC_012398.1,Chordata
NC_012414.1,Chordata
NC_012420.1,Chordata
NC_012422.1,Chordata
NC_012427.1,Chordata
NC_002805.1,Chordata
NC_012430.1,Chordata
NC_012431.1,Chordata
NC_012433.1,Chordata
NC_012436.1,Chordata
NC_012443.1,Chordata
NC_012444.1,Chordata
NC_012445.1,Chordata
NC_012452.1,Chordata
NC_012453.1,Chordata
NC_012461.1,Chordata
NC_002807.1,Chordata
NC_012465.1,Chordata
NC_012570.1,Chordata
NC_012573.1,Chordata
NC_012576.1,Chordata
NC_012646.1,Chordata
NC_012647.1,Chordata
NC_012670.1,Chordata
NC_012675.1,Chordata
NC_012676.1,Chordata
NC_012677.1,Chordata
NC_002808.1,Chordata
NC_012678.1,Chordata
NC_012679.1,Chordata
NC_012680.1,Chordata
NC_012681.1,Chordata
NC_012682.1,Chordata
NC_012683.1,Chordata
NC_012684.1,Chordata
NC_012694.1,Chordata
NC_012705.1,Chordata
NC_012706.1,Chordata
NC_002811.1,Chordata
NC_012707.1,Chordata
NC_012709.1,Chordata
NC_012710.1,Chordata
NC_012711.1,Chordata
NC_012712.1,Chordata
NC_012713.1,Chordata
NC_012714.1,Chordata
NC_012715.1,Chordata
NC_012717.2,Chordata
NC_012736.1,Chordata
NC_002812.1,Chordata
NC_012737.1,Chordata
NC_012761.1,Chordata
NC_012762.1,Chordata
NC_012763.1,Chordata
NC_012764.1,Chordata
NC_012766.1,Chordata
NC_012769.1,Chordata
NC_012770.1,Chordata
NC_012771.1,Chordata
NC_012772.1,Chordata
NC_002813.1,Chordata
NC_012773.1,Chordata
NC_012774.1,Chordata
NC_012775.1,Chordata
NC_012816.1,Chordata
NC_012825.1,Chordata
NC_012827.1,Chordata
NC_012829.1,Chordata
NC_012831.1,Chordata
NC_012833.1,Chordata
NC_012834.1,Chordata
NC_002980.1,Chordata
NC_012836.1,Chordata
NC_012839.1,Chordata
NC_012843.1,Chordata
NC_012844.1,Chordata
NC_012887.1,Chordata
NC_012895.1,Chordata
NC_012897.1,Chordata
NC_012900.1,Chordata
NC_012902.2,Chordata
NC_012904.1,Chordata
NC_003033.1,Chordata
NC_012905.1,Chordata
NC_012906.1,Chordata
NC_012907.1,Chordata
NC_012908.1,Chordata
NC_012920.1,Chordata
NC_012928.1,Chordata
NC_012929.1,Chordata
NC_012975.1,Chordata
NC_012976.1,Chordata
NC_012979.1,Chordata
NC_003039.1,Chordata
NC_012980.1,Chordata
NC_012981.1,Chordata
NC_013064.1,Chordata
NC_013068.1,Chordata
NC_013069.1,Chordata
NC_013071.1,Chordata
NC_013072.1,Chordata
NC_013087.1,Chordata
NC_013089.1,Chordata
NC_013136.1,Chordata
NC_000886.1,Chordata
NC_003040.1,Chordata
NC_013137.1,Chordata
NC_013138.1,Chordata
NC_013139.1,Chordata
NC_013140.1,Chordata
NC_013141.1,Chordata
NC_013142.1,Chordata
NC_013143.1,Chordata
NC_013144.1,Chordata
NC_013146.1,Chordata
